Federal state,Community Name,Status,Population
Vorarlberg,Bezau,Market town,"2,003"
Vorarlberg,Bildstein,Other municipality,766
Vorarlberg,Bizau,Other municipality,"1,107"
Vorarlberg,Blons,Other municipality,349
Vorarlberg,Bludenz,Other city,"14,539"
Vorarlberg,Bludesch,Other municipality,"2,386"
Vorarlberg,Brand,Other municipality,719
Vorarlberg,Bregenz,Other city,"29,806"
Vorarlberg,Buch,Other municipality,596
Vorarlberg,Bürs,Other municipality,"3,275"
Vorarlberg,Bürserberg,Other municipality,572
Vorarlberg,Dalaas,Other municipality,"1,597"
Vorarlberg,Damüls,Other municipality,313
Vorarlberg,Doren,Other municipality,"1,029"
Vorarlberg,Dornbirn,Other city,"49,278"
Vorarlberg,Düns,Other municipality,411
Vorarlberg,Dünserberg,Other municipality,147
Vorarlberg,Egg,Other municipality,"3,547"
Vorarlberg,Eichenberg,Other municipality,427
Vorarlberg,Feldkirch,Other city,"33,420"
Vorarlberg,Fontanella,Other municipality,437
Vorarlberg,Frastanz,Market town,"6,434"
Vorarlberg,Fraxern,Other municipality,701
Vorarlberg,Fußach,Other municipality,"3,871"
Vorarlberg,Gaißau,Other municipality,"1,827"
Vorarlberg,Gaschurn,Other municipality,"1,464"
Vorarlberg,Göfis,Other municipality,"3,312"
Vorarlberg,Götzis,Market town,"11,473"
Vorarlberg,Hard,Market town,"13,495"
Vorarlberg,Hittisau,Other municipality,"2,032"
Vorarlberg,Höchst,Other municipality,"7,995"
Vorarlberg,Hohenems,Other city,"16,317"
Vorarlberg,Hohenweiler,Other municipality,"1,271"
Vorarlberg,Hörbranz,Market town,"6,346"
Vorarlberg,Innerbraz,Other municipality,994
Vorarlberg,Kennelbach,Other municipality,"1,944"
Vorarlberg,Klaus,Other municipality,"3,118"
Vorarlberg,Klösterle,Other municipality,688
Vorarlberg,Koblach,Other municipality,"4,577"
Vorarlberg,Krumbach,Other municipality,"1,042"
Vorarlberg,Langen bei Bregenz,Other municipality,"1,405"
Vorarlberg,Langenegg,Other municipality,"1,133"
Vorarlberg,Laterns,Other municipality,662
Vorarlberg,Lauterach,Market town,"10,267"
Vorarlberg,Lech,Other municipality,"1,568"
Vorarlberg,Lingenau,Other municipality,"1,466"
Vorarlberg,Lochau,Other municipality,"5,747"
Vorarlberg,Lorüns,Other municipality,294
Vorarlberg,Ludesch,Other municipality,"3,437"
Vorarlberg,Lustenau,Market town,"22,821"
Vorarlberg,Mäder,Other municipality,"4,031"
Vorarlberg,Meiningen,Other municipality,"2,245"
Vorarlberg,Mellau,Other municipality,"1,301"
Vorarlberg,Mittelberg,Other municipality,"4,962"
Vorarlberg,Möggers,Other municipality,534
Vorarlberg,Nenzing,Market town,"6,239"
Vorarlberg,Nüziders,Other municipality,"4,962"
Vorarlberg,Raggal,Other municipality,868
Vorarlberg,Rankweil,Market town,"11,855"
Vorarlberg,Reuthe,Other municipality,658
Vorarlberg,Riefensberg,Other municipality,"1,086"
Vorarlberg,Röns,Other municipality,352
Vorarlberg,Röthis,Other municipality,"1,942"
Vorarlberg,Satteins,Other municipality,"2,703"
Vorarlberg,Schlins,Other municipality,"2,404"
Vorarlberg,Schnepfau,Other municipality,449
Vorarlberg,Schnifis,Other municipality,798
Vorarlberg,Schoppernau,Other municipality,950
Vorarlberg,Schröcken,Other municipality,224
Vorarlberg,Schruns,Market town,"3,818"
Vorarlberg,Schwarzach,Other municipality,"3,949"
Vorarlberg,Schwarzenberg,Other municipality,"1,850"
Vorarlberg,Sibratsgfäll,Other municipality,401
Vorarlberg,Silbertal,Other municipality,834
Vorarlberg,Sonntag,Other municipality,671
Vorarlberg,St. Anton im Montafon,Other municipality,715
Vorarlberg,St. Gallenkirch,Other municipality,"2,246"
Vorarlberg,St. Gerold,Other municipality,410
Vorarlberg,Stallehr,Other municipality,289
Vorarlberg,Sulz,Other municipality,"2,527"
Vorarlberg,Sulzberg,Other municipality,"1,818"
Vorarlberg,Thüringen,Other municipality,"2,222"
Vorarlberg,Thüringerberg,Other municipality,714
Vorarlberg,Tschagguns,Other municipality,"2,195"
Vorarlberg,Übersaxen,Other municipality,629
Vorarlberg,Vandans,Other municipality,"2,636"
Vorarlberg,Viktorsberg,Other municipality,411
Vorarlberg,Warth,Other municipality,170
Vorarlberg,Weiler,Other municipality,"2,075"
Vorarlberg,Wolfurt,Market town,"8,446"
Vorarlberg,Zwischenwasser,Other municipality,"3,203"
Wien,Wien,Statutory city,"1,888,776"
